SID,NUMBER,ISO_TIME,NATURE,LAT,LON
1965355S09134,119,1/1/1966 0:00,Tropical,-17.3,122.7
1965358S11061,120,1/1/1966 0:00,Tropical,-19.2,38.8
1965359S09101,121,12/25/1965 0:00,Not reported,-8.8,100.9
1965364N08088,122,1/1/1966 0:00,Tropical,10.1,82.6
1965364S11094,123,1/1/1966 0:00,Tropical,-12.1,88.3
1966001S17123,1,1/1/1966 11:00,Tropical,-17,122.6
1966003S10075,2,1/10/1966 0:00,Mixture(contradicting report from different agencies),-26.6,51.6
1966012S10093,3,1/11/1966 13:00,Not reported,-10.3,93.4
1966016S14130,4,1/15/1966 23:00,Tropical,-14.1,129.7
1966017S17077,5,1/16/1966 18:00,Tropical,-16.8,76.6
1966019S14065,6,1/19/1966 12:00,Tropical,-14,64.4
1966024S15190,7,1/24/1966 0:00,Tropical,-15.1,190
1966030S18201,8,1/29/1966 12:00,Tropical,-17.5,-159.4
1966031S10052,9,1/30/1966 18:00,Tropical,-9.6,52.3
1966036S15113,10,2/10/1966 0:00,Tropical,-19.9,116.3
1966040S11135,11,2/10/1966 0:00,Tropical,-14,132
1966045S15042,12,2/14/1966 12:00,Tropical,-15,42
1966052S19041,13,2/20/1966 18:00,Tropical,-19,41.3
1966055S11099,14,2/23/1966 16:00,Tropical,-11,99
1966055S14149,15,2/23/1966 23:00,Not reported,-13.8,149
1966061S21090,16,3/1/1966 16:00,Tropical,-21,90.2
1966062S13067,17,3/10/1966 0:00,Tropical,-25.6,51.1
1966065S21069,18,3/6/1966 12:00,Tropical,-21.2,67.5
1966073S13101,19,3/13/1966 16:00,Tropical,-13,101
1966080S10100,20,3/21/1966 10:00,Tropical,-10,97.9
1966081S16107,21,3/21/1966 23:00,Tropical,-15.7,107
1966088S13121,22,3/28/1966 23:00,Tropical,-12.7,121
1966093N07166,23,4/10/1966 0:00,Tropical,14,130
1966112S07066,24,4/22/1966 12:00,Tropical,-7.1,65
1966118N08088,25,4/28/1966 12:00,Tropical,8.8,86.8
1966130N06139,26,5/10/1966 0:00,Mixture(contradicting report from different agencies),5.6,139
1966137N14096,27,5/16/1966 18:00,Tropical,13.6,96.4
1966141N16117,28,5/21/1966 12:00,Tropical,15,115
1966153N15088,29,6/2/1966 12:00,Tropical,15,87.7
1966156N16275,30,6/10/1966 0:00,Tropical,30.4,-84
1966167N21090,31,6/15/1966 18:00,Tropical,20.6,90.3
1966171N09151,32,6/20/1966 0:00,Mixture(contradicting report from different agencies),8.7,150.8
1966171N14260,33,6/20/1966 0:00,Tropical,14.3,-100.2
1966179N21088,34,6/28/1966 12:00,Tropical,22.9,88.3
1966180N20278,35,6/28/1966 12:00,Tropical,19.7,-82.5
1966181N29296,36,6/30/1966 0:00,Extratropical,29,-64
1966189N11127,37,7/10/1966 0:00,Tropical,13.1,128.6
1966194N17303,38,7/13/1966 0:00,Tropical,17,-57.5
1966195N18135,39,7/14/1966 0:00,Tropical,18.1,135.1
1966197N18143,40,7/15/1966 12:00,Tropical,18,143
1966198N20088,41,7/16/1966 18:00,Tropical,20,88.3
1966201N08133,42,7/20/1966 12:00,Disturbance,9.2,131.5
1966201N21156,43,7/20/1966 0:00,Disturbance,21,156
1966202N32316,44,7/21/1966 12:00,Subtropical,31.5,-43.5
1966204N10325,45,7/22/1966 12:00,Tropical,10,-35
1966204N16116,46,7/22/1966 12:00,Mixture(contradicting report from different agencies),16,115.5
1966207N28273,47,7/25/1966 12:00,Tropical,28,-87
1966209N21088,48,7/27/1966 18:00,Tropical,20.6,88.4
1966210N11113,49,7/29/1966 12:00,Tropical,11.2,113.4
1966214N15145,50,8/1/1966 18:00,Tropical,14.5,144.5
1966215N16244,51,8/10/1966 0:00,Tropical,27.1,-152.4
1966215N20163,52,8/2/1966 18:00,Mixture(contradicting report from different agencies),20,163
1966220N14237,53,8/10/1966 0:00,Tropical,14,-128.9
1966222N25140,54,8/10/1966 12:00,Tropical,24,139
1966223N16118,55,8/11/1966 0:00,Disturbance,16.2,118
1966229N14257,56,8/16/1966 12:00,Tropical,14,-103.1
1966230N18149,57,8/18/1966 0:00,Mixture(contradicting report from different agencies),18.1,148.8
1966230N27132,58,8/18/1966 12:00,Tropical,27.5,131.9
1966233N13340,59,8/21/1966 0:00,Tropical,12.9,-20.5
1966234N18169,60,8/21/1966 12:00,Mixture(contradicting report from different agencies),18,169
1966235N16249,61,8/23/1966 0:00,Tropical,16.2,-111.2
1966236N13144,62,8/23/1966 18:00,Disturbance,13.5,143.5
1966241N17147,63,8/28/1966 18:00,Mixture(contradicting report from different agencies),17.3,147
1966243N12112,64,8/31/1966 12:00,Tropical,11.5,112.5
1966244N18165,65,8/31/1966 18:00,Mixture(contradicting report from different agencies),18,165
1966245N14312,66,9/1/1966 12:00,Tropical,13.7,-48.4
1966245N20088,67,9/2/1966 12:00,Tropical,19.5,88
1966247N17137,68,9/10/1966 0:00,Tropical,39.2,137.5
1966249N16252,69,9/10/1966 0:00,Tropical,16.6,-125.2
1966251N17231,70,9/10/1966 0:00,Tropical,14.9,-135.1
1966252N16151,71,9/10/1966 0:00,Mixture(contradicting report from different agencies),15.9,147
1966252N17112,72,9/10/1966 0:00,Mixture(contradicting report from different agencies),18.9,113.1
1966253N14255,73,9/10/1966 0:00,Tropical,14.4,-107.3
1966253N22133,74,9/10/1966 0:00,Tropical,21.5,133
1966254N11265,75,9/11/1966 0:00,Tropical,11.2,-95.2
1966254N15149,76,9/10/1966 18:00,Tropical,15.3,149
1966254N15211,77,9/10/1966 18:00,Tropical,15.3,-149
1966254N17160,78,9/10/1966 18:00,Disturbance,16.6,160
1966258N14251,79,9/15/1966 0:00,Tropical,14.2,-108.8
1966259N15142,80,9/16/1966 0:00,Mixture(contradicting report from different agencies),14.8,141.5
1966261N13158,81,9/18/1966 0:00,Disturbance,13.3,158.3
1966262N11160,82,9/18/1966 18:00,Mixture(contradicting report from different agencies),11,160
1966263N19149,83,9/20/1966 0:00,Mixture(contradicting report from different agencies),19,149
1966264N22265,84,9/20/1966 12:00,Tropical,21.5,-95.4
1966265N10325,85,10/1/1966 0:00,Tropical,20.5,-77.3
1966265N12111,86,9/21/1966 12:00,Tropical,11.5,111
1966269N19245,87,9/26/1966 0:00,Tropical,18.5,-115
1966270N09090,88,10/1/1966 0:00,Tropical,22.5,90
1966270N11317,89,9/27/1966 0:00,Tropical,10.8,-43.2
1966271N18331,90,9/27/1966 18:00,Tropical,18,-29
1966271S08085,91,10/1/1966 0:00,Tropical,-10.6,72.9
1966272N13072,92,10/1/1966 0:00,Tropical,12.4,73
1966272N23138,93,10/1/1966 0:00,Mixture(contradicting report from different agencies),24.8,133.1
1966277N14338,94,10/10/1966 0:00,Disturbance,17.1,-28
1966277N16257,95,10/4/1966 0:00,Tropical,16,-103
1966280N13154,96,10/10/1966 0:00,Tropical,19.4,151.6
1966282N12132,97,10/10/1966 0:00,Tropical,12.1,130.4
1966284N12086,98,10/10/1966 15:00,Tropical,11.7,86.3
1966290N12263,99,10/16/1966 12:00,Tropical,11.5,-97.1
1966294N09115,100,10/20/1966 12:00,Disturbance,9,115
1966295N12071,101,10/21/1966 18:00,Tropical,11.7,70.7
1966299N10137,102,10/26/1966 0:00,Disturbance,9.5,137.3
1966302N10161,103,10/28/1966 18:00,Mixture(contradicting report from different agencies),10,161.1
1966303N14168,104,10/29/1966 18:00,Tropical,14.4,167.8
1966305N09096,105,10/31/1966 18:00,Tropical,8.8,95.5
1966309N26310,106,11/10/1966 0:00,Tropical,38.8,-35.2
1966312N08084,107,11/10/1966 0:00,Tropical,9.9,78
1966313N18120,108,11/10/1966 0:00,Disturbance,15.6,116.9
1966315N15111,109,11/11/1966 12:00,Tropical,15.5,110
1966317S08161,110,11/13/1966 11:00,Tropical,-8.2,161.4
1966318N31333,111,11/13/1966 18:00,Subtropical,30.9,-26.7
1966321N09138,112,11/17/1966 0:00,Mixture(contradicting report from different agencies),9,138
1966322N09087,113,11/17/1966 18:00,Tropical,9.2,87
1966324N23308,114,11/19/1966 18:00,Extratropical,23,-52
1966325N08140,115,11/21/1966 0:00,Mixture(contradicting report from different agencies),8,140
1966326S10091,116,11/21/1966 16:00,Tropical,-10,91
1966329N10096,117,11/24/1966 18:00,Tropical,10,95.9
1966331N13130,118,11/27/1966 0:00,Disturbance,12.5,130
1966337S11065,119,12/3/1966 12:00,Tropical,-11,64
1966341N08088,120,12/10/1966 0:00,Tropical,13.7,85.7
1966345S09060,121,12/11/1966 12:00,Tropical,-9.4,58.2
1966349N09149,122,12/15/1966 0:00,Disturbance,9,149
1966350N08090,123,12/15/1966 18:00,Tropical,7.7,90.4
1966354S13089,124,1/1/1967 0:00,Tropical,-18.1,58.8
1966357S21040,125,12/22/1966 18:00,Tropical,-21,40.2
1966358N07139,126,12/24/1966 12:00,Mixture(contradicting report from different agencies),7.5,137.5
1966360S11100,127,1/1/1967 0:00,Tropical,-25.7,96.2
1966362S18043,128,12/28/1966 12:00,Tropical,-18.4,41.9
1966362S21072,129,12/28/1966 12:00,Not reported,-22.8,72.3
1966364N08088,130,1/1/1967 0:00,Tropical,10,82.6
1967001N06083,1,1/1/1967 0:00,Tropical,6.2,82.8
1967001S35162,2,1/1/1967 0:00,Tropical,-35.5,162.5
1967003S20040,3,1/3/1967 12:00,Tropical,-20,40.5
1967006S15114,4,1/5/1967 23:00,Not reported,-14.9,114.2
1967008S09071,5,1/10/1967 0:00,Tropical,-11.9,64.4
1967009N07144,6,1/10/1967 0:00,Disturbance,7.3,140.8
1967015S14124,7,1/14/1967 23:00,Not reported,-14,124
1967022S12165,8,1/22/1967 12:00,Tropical,-12.2,164.6
1967027S18173,9,1/27/1967 0:00,Tropical,-18,173.1
1967028N05140,10,1/28/1967 0:00,Tropical,5,140.1
1967039S13063,11,2/10/1967 0:00,Tropical,-13.8,61.2
1967048S13164,12,2/17/1967 11:00,Tropical,-13.6,163.4
1967052S20038,13,2/21/1967 12:00,Tropical,-20,38.7
1967054S15171,14,2/23/1967 0:00,Tropical,-15,171
1967059N02145,15,2/28/1967 0:00,Mixture(contradicting report from different agencies),1.5,144.5
1967060S22159,16,2/28/1967 17:00,Tropical,-21.7,158.6
1967062S16123,17,3/3/1967 12:00,Tropical,-16.3,122.7
1967072S15149,18,3/13/1967 11:00,Tropical,-15.2,149.1
1967072S15157,19,3/12/1967 20:00,Tropical,-15,156.5
1967073S15138,20,3/13/1967 23:00,Not reported,-14.6,137.6
1967075N08148,21,3/15/1967 18:00,Tropical,7.8,148
1967085S13155,22,3/26/1967 11:00,Tropical,-12.2,155.7
1967086S13161,23,3/27/1967 0:00,Tropical,-12.9,161
1967091N04151,24,3/31/1967 18:00,Mixture(contradicting report from different agencies),4,150.5
1967096S10096,25,4/10/1967 0:00,Tropical,-16.1,84.8
1967097S11089,26,4/10/1967 0:00,Not reported,-16.8,82.1
1967128N06137,27,5/10/1967 0:00,Tropical,11.5,134.1
1967132S10076,28,5/12/1967 12:00,Tropical,-10,75.8
1967135N11092,29,5/14/1967 18:00,Tropical,11,91.5
1967154N07154,30,6/2/1967 12:00,Disturbance,6.8,153.6
1967159N14243,31,6/10/1967 0:00,Tropical,14.8,-122.8
1967162N17275,32,6/10/1967 12:00,Tropical,17,-85
1967162N28297,33,6/10/1967 12:00,Tropical,28,-63
1967167N16259,34,6/16/1967 0:00,Tropical,16.1,-101.4
1967167N29286,35,6/15/1967 18:00,Subtropical,29,-74
1967170N23301,36,6/18/1967 12:00,Tropical,23,-59
1967171N30282,37,6/20/1967 0:00,Tropical,30,-78
1967174N15258,38,6/23/1967 0:00,Tropical,14.9,-102.4
1967175N10142,39,6/24/1967 0:00,Mixture(contradicting report from different agencies),10,142
1967176N13111,40,6/24/1967 18:00,Disturbance,13.3,110.6
1967180N20088,41,6/28/1967 15:00,Tropical,19.7,87.6
1967181N09148,42,6/29/1967 18:00,Mixture(contradicting report from different agencies),9.1,148
1967183N20155,43,7/10/1967 0:00,Tropical,22.4,125.7
1967186N15220,44,7/5/1967 12:00,Tropical,15.2,-140.7
1967187N10264,45,7/10/1967 0:00,Tropical,16.3,-115.5
1967187N11345,46,7/5/1967 12:00,Tropical,11,-15.1
1967194N15243,47,7/13/1967 0:00,Tropical,15,-116.9
1967200N16136,48,7/19/1967 0:00,Tropical,16,135.8
1967200N19148,49,7/19/1967 12:00,Tropical,20.1,148
1967201N26134,50,7/20/1967 0:00,Disturbance,25.5,134.4
1967203N15343,51,7/21/1967 12:00,Tropical,14.9,-17
1967205N13262,52,7/24/1967 0:00,Tropical,13,-98
1967206N15153,53,7/25/1967 0:00,Tropical,15,152.6
1967206N15241,54,7/25/1967 0:00,Tropical,14.9,-119.2
1967207N20088,55,7/25/1967 18:00,Tropical,20.4,88.4
1967209N16113,56,7/27/1967 18:00,Disturbance,16.4,113.4
1967209N17139,57,7/27/1967 18:00,Tropical,17,139
1967211N25128,58,7/29/1967 18:00,Tropical,25,127.5
1967211N44125,59,7/29/1967 21:00,Extratropical,43.5,124.9
1967212N19090,60,7/30/1967 18:00,Tropical,18.8,90.3
1967215N20166,61,8/10/1967 0:00,Tropical,40.3,175.8
1967216N18132,62,8/4/1967 12:00,Disturbance,17.9,130.8
1967216N20343,63,8/3/1967 12:00,Tropical,19.5,-17.1
1967220N17119,64,8/10/1967 0:00,Tropical,18.5,113.6
1967221N18132,65,8/10/1967 0:00,Tropical,20.8,132.6
1967222N10145,66,8/10/1967 12:00,Mixture(contradicting report from different agencies),10.2,144.1
1967222N18249,67,8/10/1967 0:00,Tropical,17.7,-110.7
1967223N13347,68,8/10/1967 12:00,Tropical,12.9,-13
1967224N13253,69,8/12/1967 0:00,Tropical,13.3,-106.9
1967227N19144,70,8/15/1967 0:00,Tropical,19.3,144.3
1967228N14132,71,8/16/1967 12:00,Mixture(contradicting report from different agencies),13.9,131.5
1967229N18344,72,8/16/1967 12:00,Tropical,18,-16.1
1967229N21164,73,8/16/1967 18:00,Mixture(contradicting report from different agencies),21.3,163.5
1967230N15248,74,8/18/1967 0:00,Tropical,15.3,-111.6
1967230N21090,75,8/17/1967 18:00,Tropical,21,90.3
1967233N09145,76,8/21/1967 0:00,Disturbance,9,145
1967233N21343,77,8/20/1967 12:00,Tropical,21.1,-17
1967235N13130,78,8/23/1967 12:00,Disturbance,13.3,127.5
1967235N18144,79,8/23/1967 12:00,Tropical,18.3,143.2
1967237N15140,80,8/25/1967 12:00,Mixture(contradicting report from different agencies),15.7,139.5
1967241N15170,81,8/29/1967 0:00,Mixture(contradicting report from different agencies),15,170
1967241N16324,82,8/28/1967 18:00,Tropical,15.8,-35.8
1967242N18253,83,8/30/1967 0:00,Tropical,17.8,-107.2
1967245N15335,84,9/1/1967 12:00,Tropical,14.5,-25
1967245N21090,85,9/1/1967 18:00,Tropical,21.3,90
1967246N21124,86,9/3/1967 0:00,Mixture(contradicting report from different agencies),21,124
1967248N13253,87,9/10/1967 0:00,Tropical,25.9,-122.5
1967248N15341,88,9/10/1967 0:00,Tropical,26.6,-40.4
1967248N23168,89,9/10/1967 0:00,Tropical,25.8,162
1967248N31282,90,9/10/1967 0:00,Tropical,29,-78.1
1967249N13303,91,9/10/1967 0:00,Tropical,16.7,-66.8
1967252N11211,92,9/10/1967 0:00,Tropical,14,203.3
1967253N29167,93,9/10/1967 0:00,Tropical,28.7,167.2
1967256N16254,94,9/13/1967 12:00,Tropical,16.3,-106.8
1967256N18163,95,9/12/1967 18:00,Mixture(contradicting report from different agencies),18,163
1967257N15247,96,9/13/1967 12:00,Tropical,15,-113.1
1967257N17119,97,9/13/1967 18:00,Disturbance,16.5,119
1967259N17145,98,9/16/1967 0:00,Mixture(contradicting report from different agencies),17,145.1
1967259N24153,99,9/16/1967 12:00,Mixture(contradicting report from different agencies),25.4,152.3
1967260N15125,100,9/17/1967 12:00,Disturbance,15.2,125.9
1967263N13341,101,9/19/1967 12:00,Tropical,13,-19
1967263N25086,102,9/19/1967 18:00,Tropical,25.3,85.5
1967264N17116,103,9/21/1967 12:00,Disturbance,17.5,115.5
1967268N06165,104,10/1/1967 0:00,Tropical,19.7,159.5
1967268N12333,105,10/1/1967 0:00,Tropical,16.3,-43
1967270N13313,106,10/1/1967 0:00,Tropical,14.5,-64.1
1967270N15339,107,9/26/1967 12:00,Tropical,15.4,-21.5
1967270N20089,108,9/26/1967 15:00,Tropical,20.1,89.1
1967271N25135,109,10/1/1967 0:00,Tropical,24.3,131.2
1967275N20267,110,10/1/1967 18:00,Tropical,20.3,-93
1967277N13343,111,10/3/1967 12:00,Tropical,13,-17.1
1967278N15119,112,10/5/1967 12:00,Disturbance,14.6,117
1967279N13251,113,10/10/1967 0:00,Tropical,14.9,-114.6
1967279N17342,114,10/5/1967 12:00,Tropical,16.5,-18.3
1967280N20150,115,10/10/1967 0:00,Tropical,33.1,160.6
1967281N18089,116,10/10/1967 0:00,Tropical,21,87.7
1967282N25285,117,10/8/1967 12:00,Tropical,25,-75.2
1967283N11150,118,10/10/1967 0:00,Mixture(contradicting report from different agencies),11,150
1967287N13259,119,10/14/1967 0:00,Tropical,12.8,-101.5
1967287N27289,120,10/14/1967 12:00,Subtropical,28.5,-71.2
1967289N09149,121,10/16/1967 0:00,Mixture(contradicting report from different agencies),8.5,148.5
1967289N16318,122,10/15/1967 12:00,Tropical,15.5,-42.5
1967293N07079,123,10/19/1967 18:00,Tropical,6.6,78.6
1967293N09090,124,10/19/1967 18:00,Tropical,8.6,90.2
1967293N21306,125,10/19/1967 12:00,Tropical,20.5,-54
1967294N13245,126,10/21/1967 0:00,Tropical,12.6,-115.5
1967300N26289,127,10/26/1967 12:00,Tropical,25.9,-70.9
1967303N07150,128,10/30/1967 0:00,Mixture(contradicting report from different agencies),6.5,150
1967303S10071,129,10/30/1967 12:00,Tropical,-9.9,70.1
1967304N10085,130,10/30/1967 18:00,Tropical,9.7,85.4
1967310N11129,131,11/10/1967 0:00,Tropical,12.7,108.9
1967311N09160,132,11/10/1967 0:00,Tropical,9.6,157
1967314S05163,133,11/10/1967 0:00,Tropical,-5.3,161.6
1967320N10171,134,11/15/1967 18:00,Tropical,10,171
1967323N23119,135,11/18/1967 12:00,Tropical,22.7,119.4
1967331N06085,136,11/26/1967 18:00,Tropical,6.1,84.6
1967338N05088,137,12/3/1967 18:00,Tropical,4.9,88.4
1967340S15152,138,12/10/1967 0:00,Tropical,-29,163.3
1967342S08078,139,12/10/1967 0:00,Tropical,-8.9,76.8
1967343S25155,140,12/10/1967 0:00,Tropical,-26,155.8
1967348S12185,141,12/14/1967 0:00,Tropical,-11.7,-175.4
1967350N10135,142,12/16/1967 12:00,Mixture(contradicting report from different agencies),10.7,135
1967354S12057,143,12/19/1967 18:00,Tropical,-12,56.8
1967363S10078,144,1/1/1968 0:00,Tropical,-16,76.9
1967364S17043,145,1/1/1968 0:00,Tropical,-18.8,42.4
1968007S17042,1,1/10/1968 0:00,Tropical,-19.6,38.6
1968009S13071,2,1/10/1968 0:00,Tropical,-13,66.7
1968011S11120,3,1/10/1968 23:00,Not reported,-11,120.2
1968014S13166,4,1/13/1968 23:00,Not reported,-12.9,165.6
1968017S11072,5,1/17/1968 12:00,Tropical,-11,71.9
1968018S12132,6,1/17/1968 22:00,Tropical,-11.9,132.1
1968019S07097,7,1/18/1968 22:00,Tropical,-7,97
1968019S12132,8,1/19/1968 0:00,Tropical,-12.2,131.8
1968020N06138,9,1/20/1968 12:00,Disturbance,7.5,138
1968026S14139,10,1/25/1968 23:00,Not reported,-14.3,138.5
1968026S16162,11,1/26/1968 0:00,Tropical,-16.4,162.4
1968034S15140,12,2/2/1968 18:00,Tropical,-14.5,139.7
1968036S19118,13,2/4/1968 23:00,Tropical,-19,118
1968040S13062,14,2/10/1968 0:00,Tropical,-13.1,59.9
1968044S15122,15,2/12/1968 23:00,Tropical,-14.9,122
1968044S17139,16,2/12/1968 23:00,Tropical,-16.7,138.5
1968051S13139,17,2/19/1968 23:00,Tropical,-12.9,139.1
1968056S13148,18,2/24/1968 23:00,Tropical,-13.4,147.5
1968057N07133,19,2/26/1968 12:00,Disturbance,7.1,132.5
1968060S14167,20,2/29/1968 0:00,Tropical,-13.8,166.6
1968066S13055,21,3/10/1968 0:00,Tropical,-18.4,51.9
1968086S13078,22,3/26/1968 12:00,Tropical,-12.7,77.4
1968086S16043,23,3/26/1968 12:00,Tropical,-16,42.5
1968094S08156,24,4/10/1968 0:00,Tropical,-42,176.3
1968096S10079,25,4/10/1968 0:00,Tropical,-19.2,73.1
1968097N05157,26,4/10/1968 0:00,Tropical,11.7,149.3
1968128N14096,27,5/10/1968 0:00,Tropical,20.2,93.3
1968149N10150,28,5/28/1968 0:00,Mixture(contradicting report from different agencies),9.5,149.5
1968153N17275,29,6/1/1968 12:00,Tropical,17.2,-85.5
1968154N08146,30,6/2/1968 12:00,Tropical,8.4,145
1968155N13160,31,6/10/1968 0:00,Extratropical,28.5,162.2
1968155N20115,32,6/3/1968 0:00,Disturbance,20,114.7
1968164N21090,33,6/11/1968 18:00,Tropical,21.1,89.7
1968170N25279,34,6/18/1968 0:00,Tropical,25,-81.3
1968173N17258,35,6/20/1968 12:00,Tropical,16.6,-102
1968174N20265,36,6/22/1968 12:00,Tropical,20.5,-95
1968178N13156,37,6/26/1968 0:00,Mixture(contradicting report from different agencies),12.9,156.1
1968186N13256,38,7/4/1968 0:00,Tropical,13,-103.7
1968186N28271,39,7/4/1968 0:00,Tropical,27.9,-88.8
1968191N23088,40,7/10/1968 0:00,Tropical,24.4,88.8
1968196N15220,41,7/14/1968 12:00,Tropical,15,-142.3
1968197N16257,42,7/15/1968 0:00,Tropical,15.6,-103.1
1968201N13152,43,7/19/1968 0:00,Mixture(contradicting report from different agencies),13,152
1968202N19133,44,7/20/1968 0:00,Mixture(contradicting report from different agencies),18.6,133
1968203N11257,45,7/21/1968 0:00,Tropical,11.4,-103.1
1968203N18119,46,7/21/1968 0:00,Tropical,18,119
1968206N11259,47,7/23/1968 12:00,Tropical,11,-101
1968208N18089,48,7/25/1968 18:00,Tropical,17.7,88.6
1968208N24120,49,7/25/1968 12:00,Tropical,23.5,119.6
1968209N25157,50,7/27/1968 0:00,Disturbance,24.9,156.9
1968210N21150,51,7/28/1968 0:00,Disturbance,21,150
1968213N16218,52,7/31/1968 0:00,Tropical,15.7,-141.8
1968214N22219,53,8/1/1968 0:00,Tropical,21.7,-141.2
1968216N17114,54,8/3/1968 12:00,Disturbance,15.7,113.5
1968216N22090,55,8/2/1968 18:00,Tropical,21.7,90
1968217N17163,56,8/10/1968 0:00,Tropical,31.3,140.6
1968218N12256,57,8/10/1968 0:00,Tropical,15.4,-125.6
1968218N15141,58,8/10/1968 0:00,Tropical,17.4,123.4
1968219N12263,59,8/6/1968 0:00,Tropical,11.8,-96.8
1968220N18166,60,8/7/1968 0:00,Tropical,17.6,166
1968220N20175,61,8/7/1968 0:00,Tropical,19.5,175.3
1968222N19139,62,8/10/1968 0:00,Disturbance,21.9,140.8
1968223N26280,63,8/10/1968 12:00,Tropical,27,-80.4
1968224N22091,64,8/10/1968 18:00,Tropical,21.9,90.6
1968227N14145,65,8/14/1968 12:00,Mixture(contradicting report from different agencies),14.3,144
1968230N17252,66,8/17/1968 0:00,Tropical,17.3,-107.9
1968234N10254,67,8/21/1968 0:00,Tropical,10.1,-106.1
1968234N13264,68,8/21/1968 0:00,Tropical,13,-96
1968235N15135,69,8/22/1968 0:00,Disturbance,14.8,135
1968235N19090,70,8/21/1968 18:00,Tropical,18.7,90.3
1968235N20138,71,8/22/1968 0:00,Mixture(contradicting report from different agencies),20,138.3
1968237N12259,72,8/24/1968 0:00,Tropical,11.6,-101.4
1968237N21177,73,8/24/1968 0:00,Disturbance,21,177.4
1968238N35180,74,8/25/1968 0:00,Tropical,35,180
1968240N11173,75,8/27/1968 12:00,Mixture(contradicting report from different agencies),11.6,172.7
1968240N15151,76,8/27/1968 0:00,Tropical,15.4,150.8
1968240N27273,77,8/26/1968 12:00,Tropical,26.6,-87
1968241N12259,78,8/28/1968 0:00,Tropical,12.1,-101.2
1968242N09268,79,8/29/1968 0:00,Tropical,8.8,-91.8
1968243N15198,80,8/30/1968 0:00,Tropical,14.5,-162
1968243N23120,81,8/29/1968 18:00,Disturbance,23.2,119.7
1968246N14164,82,9/10/1968 0:00,Extratropical,44.4,151.9
1968250N24120,83,9/6/1968 0:00,Tropical,23.6,119.8
1968251N08324,84,9/10/1968 0:00,Tropical,9.1,-52
1968253N12261,85,9/10/1968 0:00,Tropical,14,-103.4
1968254N19091,86,9/10/1968 0:00,Tropical,19,91.3
1968254N32282,87,9/10/1968 0:00,Tropical,32,-78
1968256N16148,88,9/11/1968 18:00,Mixture(contradicting report from different agencies),15.7,148.3
1968258N15330,89,9/13/1968 18:00,Tropical,14.5,-30
1968259N16152,90,9/15/1968 0:00,Mixture(contradicting report from different agencies),16.4,152.4
